Country latitude	longitude	distance_from_france	is_from_france	alim_ssssgrp_nom_fr	alim_ssgrp_nom_fr	alim_grp_nom_fr	Nb_scans	Nb_unique_scans
Belgium	50.6402809	4.666714499999999	493.6148335237018	0	poulet	viandes cuites	viandes, œufs, poissons et assimilés	212	136.0
Belgium	50.6402809	4.666714499999999	493.6148335237018	0	pâtes, riz et céréales crus	pâtes, riz et céréales	produits céréaliers	682	445.0
Belgium	50.6402809	4.666714499999999	493.6148335237018	0	pâtés et terrines	charcuteries et assimilés	viandes, œufs, poissons et assimilés	2	2.0
Belgium	50.6402809	4.666714499999999	493.6148335237018	0	sauces chaudes	sauces	aides culinaires et ingrédients divers	5	4.0
Belgium	50.6402809	4.666714499999999	493.6148335237018	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	83	52.0
Belgium	50.6402809	4.666714499999999	493.6148335237018	0	sauces sucrées	sauces	aides culinaires et ingrédients divers	187	116.0
Belgium	50.6402809	4.666714499999999	493.6148335237018	0	substituts de charcuteries pour végétariens	charcuteries et assimilés	viandes, œufs, poissons et assimilés	247	160.0
Belgium	50.6402809	4.666714499999999	493.6148335237018	0	substituts de fromages pour végétariens	fromages et assimilés	produits laitiers et assimilés	24	17.0
Belgium	50.6402809	4.666714499999999	493.6148335237018	0	vins	boisson alcoolisées	eaux et autres boissons	2	2.0
Belize	16.8259793	-88.7600927	8715.66001728107	0	jus	boissons sans alcool	eaux et autres boissons	1	1.0
Benin	9.5293472	2.2584408	4127.214239922586	0	café, thé, cacao etc. prêts à consommer	boissons sans alcool	eaux et autres boissons	4	1.0
Benin	9.5293472	2.2584408	4127.214239922586	0	jus	boissons sans alcool	eaux et autres boissons	17	12.0
Bolivia, Plurinational State of	-17.056869600000002	-64.9912286	9733.041677954368	0	Autre chocolats et produits à base de chocolat	chocolats et produits à base de chocolat	produits sucrés	8	7.0
Bolivia, Plurinational State of	-17.056869600000002	-64.9912286	9733.041677954368	0	Autre crèmes et spécialités à base de crème	crèmes et spécialités à base de crème	produits laitiers et assimilés	3	2.0
Bolivia, Plurinational State of	-17.056869600000002	-64.9912286	9733.041677954368	0	Autre soupes	soupes	entrées et plats composés	106	40.0
Bolivia, Plurinational State of	-17.056869600000002	-64.9912286	9733.041677954368	0	boissons végétales	boissons sans alcool	eaux et autres boissons	612	357.0
Bolivia, Plurinational State of	-17.056869600000002	-64.9912286	9733.041677954368	0	café, thé, cacao etc. prêts à consommer	boissons sans alcool	eaux et autres boissons	247	173.0
Bolivia, Plurinational State of	-17.056869600000002	-64.9912286	9733.041677954368	0	fromages blancs	produits laitiers frais et assimilés	produits laitiers et assimilés	3	1.0
Bolivia, Plurinational State of	-17.056869600000002	-64.9912286	9733.041677954368	0	fruits crus	fruits	fruits, légumes, légumineuses et oléagineux	3	3.0
Bolivia, Plurinational State of	-17.056869600000002	-64.9912286	9733.041677954368	0	fruits et leurs produits de la Martinique	fruits	fruits, légumes, légumineuses et oléagineux	28	17.0
Bolivia, Plurinational State of	-17.056869600000002	-64.9912286	9733.041677954368	0	jus	boissons sans alcool	eaux et autres boissons	14	8.0
Bolivia, Plurinational State of	-17.056869600000002	-64.9912286	9733.041677954368	0	laits de vache concentrés ou en poudre	laits	produits laitiers et assimilés	6	4.0
Bolivia, Plurinational State of	-17.056869600000002	-64.9912286	9733.041677954368	0	légumes séchés ou déshydratés	légumes	fruits, légumes, légumineuses et oléagineux	4	2.0
Bolivia, Plurinational State of	-17.056869600000002	-64.9912286	9733.041677954368	0	légumineuses sèches	légumineuses	fruits, légumes, légumineuses et oléagineux	27	20.0
Bolivia, Plurinational State of	-17.056869600000002	-64.9912286	9733.041677954368	0	plats de céréales/pâtes	plats composés	entrées et plats composés	708	450.0
Bolivia, Plurinational State of	-17.056869600000002	-64.9912286	9733.041677954368	0	plats de légumes/légumineuses	plats composés	entrées et plats composés	52	32.0
Bolivia, Plurinational State of	-17.056869600000002	-64.9912286	9733.041677954368	0	pâtes, riz et céréales crus	pâtes, riz et céréales	produits céréaliers	129	87.0
Bolivia, Plurinational State of	-17.056869600000002	-64.9912286	9733.041677954368	0	yaourts et spécialités laitières type yaourt	produits laitiers frais et assimilés	produits laitiers et assimilés	2	1.0
Bosnia and Herzegovina	44.30534760000001	17.596146700000006	1250.7395728216654	0	légumes séchés ou déshydratés	légumes	fruits, légumes, légumineuses et oléagineux	16	11.0
Botswana	-23.1681782	24.5928742	8096.65639954686	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	1	1.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	Autre aliments infantiles	Autre aliments infantiles	aliments infantiles	7	5.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	Autre autres matières grasses	autres matières grasses	matières grasses	3	2.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	Autre beurres	beurres	matières grasses	0	0.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	Autre biscuits sucrés	biscuits sucrés	produits sucrés	166	110.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	Autre boisson alcoolisées	boisson alcoolisées	eaux et autres boissons	9	5.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	Autre chocolats et produits à base de chocolat	chocolats et produits à base de chocolat	produits sucrés	79	54.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	Autre céréales de petit-déjeuner	céréales de petit-déjeuner	produits sucrés	0	0.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	Autre produits sucrés	Autre produits sucrés	produits sucrés	1010	608.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	Autre produits à base de poissons et produits de la mer	produits à base de poissons et produits de la mer	viandes, œufs, poissons et assimilés	54	20.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	autres fromages et spécialités	fromages et assimilés	produits laitiers et assimilés	45	27.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	autres viandes	viandes cuites	viandes, œufs, poissons et assimilés	17	10.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	bières et cidres	boisson alcoolisées	eaux et autres boissons	12	8.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	boissons rafraîchissantes sans alcool	boissons sans alcool	eaux et autres boissons	35	25.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	boissons végétales	boissons sans alcool	eaux et autres boissons	862	466.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	boissons à reconstituer	boissons sans alcool	eaux et autres boissons	45	29.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	café, thé, cacao etc. prêts à consommer	boissons sans alcool	eaux et autres boissons	3	3.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	desserts lactés	produits laitiers frais et assimilés	produits laitiers et assimilés	105	65.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	desserts végétaux	produits laitiers frais et assimilés	produits laitiers et assimilés	31	23.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	fromages blancs	produits laitiers frais et assimilés	produits laitiers et assimilés	0	0.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	fruits crus	fruits	fruits, légumes, légumineuses et oléagineux	227	139.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	fruits et leurs produits de la Martinique	fruits	fruits, légumes, légumineuses et oléagineux	17	14.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	fruits et leurs produits de la Réunion	fruits	fruits, légumes, légumineuses et oléagineux	0	0.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	jambons secs et crus	charcuteries et assimilés	viandes, œufs, poissons et assimilés	16	9.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	jus	boissons sans alcool	eaux et autres boissons	2412	1508.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	laits de vache concentrés ou en poudre	laits	produits laitiers et assimilés	299	177.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	laits de vaches liquides (non concentrés)	laits	produits laitiers et assimilés	1	1.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	légumes crus	légumes	fruits, légumes, légumineuses et oléagineux	16	11.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	légumes et leurs produits de la Martinique	légumes	fruits, légumes, légumineuses et oléagineux	28	15.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	légumes et leurs produits de la Réunion	légumes	fruits, légumes, légumineuses et oléagineux	37	27.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	légumes séchés ou déshydratés	légumes	fruits, légumes, légumineuses et oléagineux	9	7.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	pains	pains et assimilés	produits céréaliers	0	0.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	plats de céréales/pâtes	plats composés	entrées et plats composés	0	0.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	plats de légumes/légumineuses	plats composés	entrées et plats composés	0	0.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	plats de poisson et féculents	plats composés	entrées et plats composés	3	2.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	plats de viande et féculents	plats composés	entrées et plats composés	44	32.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	poulet	viandes cuites	viandes, œufs, poissons et assimilés	224	153.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	pâtes, riz et céréales crus	pâtes, riz et céréales	produits céréaliers	0	0.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	pâtés et terrines	charcuteries et assimilés	viandes, œufs, poissons et assimilés	1	1.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	30	16.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	sauces sucrées	sauces	aides culinaires et ingrédients divers	29	21.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	vins	boisson alcoolisées	eaux et autres boissons	0	0.0
Brazil	-10.333333300000001	-53.2	8364.331952533126	0	yaourts et spécialités laitières type yaourt	produits laitiers frais et assimilés	produits laitiers et assimilés	0	0.0
Bulgaria	42.6073975	25.4856617	1914.5440316935285	0	Autre biscuits apéritifs	biscuits apéritifs	produits céréaliers	19	11.0
Bulgaria	42.6073975	25.4856617	1914.5440316935285	0	Autre chocolats et produits à base de chocolat	chocolats et produits à base de chocolat	produits sucrés	5	2.0
Bulgaria	42.6073975	25.4856617	1914.5440316935285	0	Autre produits laitiers frais et assimilés	produits laitiers frais et assimilés	produits laitiers et assimilés	11	7.0
Bulgaria	42.6073975	25.4856617	1914.5440316935285	0	Autre produits sucrés	Autre produits sucrés	produits sucrés	959	574.0
Bulgaria	42.6073975	25.4856617	1914.5440316935285	0	autres viandes	viandes cuites	viandes, œufs, poissons et assimilés	6	6.0
Bulgaria	42.6073975	25.4856617	1914.5440316935285	0	boissons végétales	boissons sans alcool	eaux et autres boissons	92	61.0
Bulgaria	42.6073975	25.4856617	1914.5440316935285	0	desserts lactés	produits laitiers frais et assimilés	produits laitiers et assimilés	13	2.0
Bulgaria	42.6073975	25.4856617	1914.5440316935285	0	fromages blancs	produits laitiers frais et assimilés	produits laitiers et assimilés	0	0.0
Bulgaria	42.6073975	25.4856617	1914.5440316935285	0	fruits crus	fruits	fruits, légumes, légumineuses et oléagineux	34	21.0
Bulgaria	42.6073975	25.4856617	1914.5440316935285	0	fruits et leurs produits de la Martinique	fruits	fruits, légumes, légumineuses et oléagineux	29	19.0
Bulgaria	42.6073975	25.4856617	1914.5440316935285	0	herbes séchées	herbes	aides culinaires et ingrédients divers	5	3.0
Bulgaria	42.6073975	25.4856617	1914.5440316935285	0	légumes crus	légumes	fruits, légumes, légumineuses et oléagineux	13	7.0
Bulgaria	42.6073975	25.4856617	1914.5440316935285	0	légumes et leurs produits de la Réunion	légumes	fruits, légumes, légumineuses et oléagineux	27	20.0
Bulgaria	42.6073975	25.4856617	1914.5440316935285	0	plats de poisson sans garniture	plats composés	entrées et plats composés	11	7.0
Bulgaria	42.6073975	25.4856617	1914.5440316935285	0	plats de viande et féculents	plats composés	entrées et plats composés	11	8.0
Bulgaria	42.6073975	25.4856617	1914.5440316935285	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	5	3.0
Bulgaria	42.6073975	25.4856617	1914.5440316935285	0	saucisses et assimilés	charcuteries et assimilés	viandes, œufs, poissons et assimilés	0	0.0
Bulgaria	42.6073975	25.4856617	1914.5440316935285	0	substituts de charcuteries pour végétariens	charcuteries et assimilés	viandes, œufs, poissons et assimilés	6	6.0
Bulgaria	42.6073975	25.4856617	1914.5440316935285	0	œufs crus	œufs	viandes, œufs, poissons et assimilés	0	0.0
Burkina Faso	12.075308300000001	-1.6880313999999998	3858.347774688776	0	Autre biscuits apéritifs	biscuits apéritifs	produits céréaliers	1	1.0
Burkina Faso	12.075308300000001	-1.6880313999999998	3858.347774688776	0	Autre biscuits sucrés	biscuits sucrés	produits sucrés	26	19.0
Burkina Faso	12.075308300000001	-1.6880313999999998	3858.347774688776	0	Autre condiments	condiments	aides culinaires et ingrédients divers	0	0.0
Burkina Faso	12.075308300000001	-1.6880313999999998	3858.347774688776	0	Autre denrées destinées à une alimentation particulière	denrées destinées à une alimentation particulière	aides culinaires et ingrédients divers	1	1.0
Burkina Faso	12.075308300000001	-1.6880313999999998	3858.347774688776	0	Autre poissons crus	poissons crus	viandes, œufs, poissons et assimilés	1	1.0
Burkina Faso	12.075308300000001	-1.6880313999999998	3858.347774688776	0	Autre produits sucrés	Autre produits sucrés	produits sucrés	4	2.0
Burkina Faso	12.075308300000001	-1.6880313999999998	3858.347774688776	0	Autre produits à base de poissons et produits de la mer	produits à base de poissons et produits de la mer	viandes, œufs, poissons et assimilés	215	141.0
Burkina Faso	12.075308300000001	-1.6880313999999998	3858.347774688776	0	Autre sandwichs	sandwichs	entrées et plats composés	2	2.0
Burkina Faso	12.075308300000001	-1.6880313999999998	3858.347774688776	0	abats	viandes cuites	viandes, œufs, poissons et assimilés	0	0.0
Burkina Faso	12.075308300000001	-1.6880313999999998	3858.347774688776	0	autres viandes	viandes cuites	viandes, œufs, poissons et assimilés	218	142.0
Burkina Faso	12.075308300000001	-1.6880313999999998	3858.347774688776	0	boissons rafraîchissantes sans alcool	boissons sans alcool	eaux et autres boissons	7	6.0
Burkina Faso	12.075308300000001	-1.6880313999999998	3858.347774688776	0	boissons végétales	boissons sans alcool	eaux et autres boissons	438	271.0
Burkina Faso	12.075308300000001	-1.6880313999999998	3858.347774688776	0	desserts lactés	produits laitiers frais et assimilés	produits laitiers et assimilés	17	9.0
Burkina Faso	12.075308300000001	-1.6880313999999998	3858.347774688776	0	desserts végétaux	produits laitiers frais et assimilés	produits laitiers et assimilés	3	3.0
Burkina Faso	12.075308300000001	-1.6880313999999998	3858.347774688776	0	fromages blancs	produits laitiers frais et assimilés	produits laitiers et assimilés	4	3.0
Burkina Faso	12.075308300000001	-1.6880313999999998	3858.347774688776	0	fruits crus	fruits	fruits, légumes, légumineuses et oléagineux	8	6.0
Burkina Faso	12.075308300000001	-1.6880313999999998	3858.347774688776	0	fruits et leurs produits de la Martinique	fruits	fruits, légumes, légumineuses et oléagineux	2	2.0
